region,year,party_raw,votes,vote_share_pct,seats,vote_delta,vote_share_delta_pct,seats_delta,total_votes_cast,total_valid_votes,total_seats,invalid_votes_total,source_url,region_name,party_code,party_name,election_type,source_type,value
KU052,2021,The Greens,33,2.7,0,33,2.7,0,1227,1223,17,4,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_052.html,Evijärvi,The Greens,The Greens,municipal,official_html,33
KU052,2021,The Left Alliance,75,6.1,1,22,2.1,0,1227,1223,17,4,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_052.html,Evijärvi,The Left Alliance,The Left Alliance,municipal,official_html,75
KU061,2021,Centre Party of Finland,1112,14.6,4,-363,-2.1,-3,7699,7602,43,97,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_061.html,Forssa,Centre Party of Finland,Centre Party of Finland,municipal,official_html,1112
KU061,2021,Christian Democrats in Finland,228,3.0,3,-44,-0.1,2,7699,7602,43,97,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_061.html,Forssa,KD,Suomen Kristillisdemokraatit,municipal,official_html,228
KU061,2021,National Coalition Party,1743,22.9,10,-108,1.9,0,7699,7602,43,97,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_061.html,Forssa,KOK,Kansallinen Kokoomus,municipal,official_html,1743
KU061,2021,The Finnish Social Democratic Party,2208,29.0,13,-555,-2.3,-1,7699,7602,43,97,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_061.html,Forssa,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,2208
KU061,2021,The Finns Party,1074,14.1,6,448,7.0,3,7699,7602,43,97,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_061.html,Forssa,The Finns Party,The Finns Party,municipal,official_html,1074
KU061,2021,The Greens,343,4.5,2,-89,-0.4,0,7699,7602,43,97,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_061.html,Forssa,The Greens,The Greens,municipal,official_html,343
KU061,2021,The Left Alliance,894,11.8,5,-350,-2.4,-1,7699,7602,43,97,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_061.html,Forssa,The Left Alliance,The Left Alliance,municipal,official_html,894
KU069,2021,Centre Party of Finland,1268,43.4,13,-76,-2.4,-1,2948,2924,27,24,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_069.html,Haapajärvi,Centre Party of Finland,Centre Party of Finland,municipal,official_html,1268
KU069,2021,Constituency association Vesa Puputti,123,4.2,1,123,4.2,1,2948,2924,27,24,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_069.html,Haapajärvi,Constituency association Vesa Puputti,Constituency association Vesa Puputti,municipal,official_html,123
KU069,2021,Christian Democrats in Finland,54,1.8,1,54,1.8,1,2948,2924,27,24,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_069.html,Haapajärvi,KD,Suomen Kristillisdemokraatit,municipal,official_html,54
KU069,2021,National Coalition Party,474,16.2,5,287,9.8,4,2948,2924,27,24,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_069.html,Haapajärvi,KOK,Kansallinen Kokoomus,municipal,official_html,474
KU069,2021,Movement Now,37,1.3,0,37,1.3,0,2948,2924,27,24,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_069.html,Haapajärvi,Movement Now,Movement Now,municipal,official_html,37
KU069,2021,The Finnish Social Democratic Party,542,18.5,5,-271,-9.2,-3,2948,2924,27,24,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_069.html,Haapajärvi,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,542
KU069,2021,The Finns Party,299,10.2,2,9,0.3,-1,2948,2924,27,24,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_069.html,Haapajärvi,The Finns Party,The Finns Party,municipal,official_html,299
KU069,2021,The Greens,47,1.6,0,47,1.6,0,2948,2924,27,24,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_069.html,Haapajärvi,The Greens,The Greens,municipal,official_html,47
KU069,2021,The Left Alliance,80,2.7,0,-3,-0.1,0,2948,2924,27,24,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_069.html,Haapajärvi,The Left Alliance,The Left Alliance,municipal,official_html,80
KU071,2021,Centre Party of Finland,1312,46.6,14,-562,-12.9,-3,2824,2814,27,10,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_071.html,Haapavesi,Centre Party of Finland,Centre Party of Finland,municipal,official_html,1312
KU071,2021,Haapavesi ryhmÃ¤ yhteislista,341,12.1,3,341,12.1,3,2824,2814,27,10,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_071.html,Haapavesi,Haapavesi ryhmÃ¤ yhteislista,Haapavesi ryhmÃ¤ yhteislista,municipal,official_html,341
KU071,2021,National Coalition Party,98,3.5,1,-66,-1.7,0,2824,2814,27,10,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_071.html,Haapavesi,KOK,Kansallinen Kokoomus,municipal,official_html,98
KU071,2021,The Finnish Social Democratic Party,67,2.4,0,-35,-0.9,0,2824,2814,27,10,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_071.html,Haapavesi,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,67
KU071,2021,The Finns Party,511,18.2,5,89,4.8,1,2824,2814,27,10,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_071.html,Haapavesi,The Finns Party,The Finns Party,municipal,official_html,511
KU071,2021,The Greens,71,2.5,0,71,2.5,0,2824,2814,27,10,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_071.html,Haapavesi,The Greens,The Greens,municipal,official_html,71
KU071,2021,The Left Alliance,414,14.7,4,-174,-4.0,-1,2824,2814,27,10,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_071.html,Haapavesi,The Left Alliance,The Left Alliance,municipal,official_html,414
KU072,2021,Centre Party of Finland,258,45.3,8,-56,-8.1,-2,573,570,17,3,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_072.html,Hailuoto,Centre Party of Finland,Centre Party of Finland,municipal,official_html,258
KU072,2021,National Coalition Party,91,16.0,3,50,9.0,2,573,570,17,3,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_072.html,Hailuoto,KOK,Kansallinen Kokoomus,municipal,official_html,91
KU072,2021,The Finnish Social Democratic Party,65,11.4,2,-44,-7.1,-1,573,570,17,3,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_072.html,Hailuoto,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,65
KU072,2021,The Finns Party,93,16.3,3,48,8.7,2,573,570,17,3,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_072.html,Hailuoto,The Finns Party,The Finns Party,municipal,official_html,93
KU072,2021,The Greens,39,6.8,1,30,5.3,1,573,570,17,3,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_072.html,Hailuoto,The Greens,The Greens,municipal,official_html,39
KU072,2021,The Left Alliance,24,4.2,0,-46,-7.7,-2,573,570,17,3,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_072.html,Hailuoto,The Left Alliance,The Left Alliance,municipal,official_html,24
KU074,2021,Centre Party of Finland,317,57.2,8,-126,-12.4,-3,557,554,15,3,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_074.html,Halsua,Centre Party of Finland,Centre Party of Finland,municipal,official_html,317
KU074,2021,Christian Democrats in Finland,106,19.1,3,30,7.2,1,557,554,15,3,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_074.html,Halsua,KD,Suomen Kristillisdemokraatit,municipal,official_html,106
KU074,2021,National Coalition Party,24,4.3,1,24,4.3,1,557,554,15,3,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_074.html,Halsua,KOK,Kansallinen Kokoomus,municipal,official_html,24
KU074,2021,The Finns Party,107,19.3,3,29,7.0,1,557,554,15,3,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_074.html,Halsua,The Finns Party,The Finns Party,municipal,official_html,107
KU075,2021,Centre Party of Finland,1266,15.1,7,-507,-3.6,-1,8460,8410,43,50,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_075.html,Hamina,Centre Party of Finland,Centre Party of Finland,municipal,official_html,1266
KU075,2021,Christian Democrats in Finland,169,2.0,2,-356,-3.5,0,8460,8410,43,50,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_075.html,Hamina,KD,Suomen Kristillisdemokraatit,municipal,official_html,169
KU075,2021,National Coalition Party,1606,19.1,8,-434,-2.4,-1,8460,8410,43,50,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_075.html,Hamina,KOK,Kansallinen Kokoomus,municipal,official_html,1606
KU075,2021,Movement Now,727,8.6,4,727,8.6,4,8460,8410,43,50,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_075.html,Hamina,Movement Now,Movement Now,municipal,official_html,727
KU075,2021,The Communist Party of Finland,25,0.3,0,25,0.3,0,8460,8410,43,50,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_075.html,Hamina,The Communist Party of Finland,The Communist Party of Finland,municipal,official_html,25
KU075,2021,The Finnish Social Democratic Party,1962,23.3,10,-532,-2.9,-2,8460,8410,43,50,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_075.html,Hamina,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,1962
KU075,2021,The Finns Party,2161,25.7,10,605,9.3,3,8460,8410,43,50,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_075.html,Hamina,The Finns Party,The Finns Party,municipal,official_html,2161
KU075,2021,The Greens,494,5.9,2,-576,-5.4,-3,8460,8410,43,50,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_075.html,Hamina,The Greens,The Greens,municipal,official_html,494
KU077,2021,Centre Party of Finland,884,42.3,11,-269,-3.0,-2,2103,2089,23,14,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_077.html,Hankasalmi,Centre Party of Finland,Centre Party of Finland,municipal,official_html,884
KU077,2021,Christian Democrats in Finland,78,3.7,1,-13,0.2,0,2103,2089,23,14,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_077.html,Hankasalmi,KD,Suomen Kristillisdemokraatit,municipal,official_html,78
KU077,2021,National Coalition Party,66,3.2,0,-90,-3.0,-1,2103,2089,23,14,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_077.html,Hankasalmi,KOK,Kansallinen Kokoomus,municipal,official_html,66
KU077,2021,The Finnish Social Democratic Party,311,14.9,3,-30,1.5,-1,2103,2089,23,14,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_077.html,Hankasalmi,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,311
KU077,2021,The Finns Party,403,19.3,5,97,7.3,2,2103,2089,23,14,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_077.html,Hankasalmi,The Finns Party,The Finns Party,municipal,official_html,403
KU077,2021,The Greens,118,5.6,1,-37,-0.4,0,2103,2089,23,14,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_077.html,Hankasalmi,The Greens,The Greens,municipal,official_html,118
KU077,2021,The Left Alliance,229,11.0,2,-111,-2.4,-2,2103,2089,23,14,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_077.html,Hankasalmi,The Left Alliance,The Left Alliance,municipal,official_html,229
KU078,2021,Hanko 2016 HangÃ¶ yhteislista,117,3.0,1,117,3.0,1,3911,3894,31,17,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_078.html,Hanko,Hanko 2016 HangÃ¶ yhteislista,Hanko 2016 HangÃ¶ yhteislista,municipal,official_html,117
KU078,2021,Christian Democrats in Finland,89,2.3,1,-8,0.1,1,3911,3894,31,17,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_078.html,Hanko,KD,Suomen Kristillisdemokraatit,municipal,official_html,89
KU078,2021,National Coalition Party,435,11.2,3,89,3.4,1,3911,3894,31,17,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_078.html,Hanko,KOK,Kansallinen Kokoomus,municipal,official_html,435
KU078,2021,The Finnish Social Democratic Party,1054,27.1,9,-203,-1.2,0,3911,3894,31,17,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_078.html,Hanko,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,1054
KU078,2021,The Finns Party,465,11.9,4,195,5.9,2,3911,3894,31,17,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_078.html,Hanko,The Finns Party,The Finns Party,municipal,official_html,465
KU078,2021,The Greens,208,5.3,1,67,2.2,0,3911,3894,31,17,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_078.html,Hanko,The Greens,The Greens,municipal,official_html,208
KU078,2021,The Left Alliance,309,7.9,2,-209,-3.7,-2,3911,3894,31,17,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_078.html,Hanko,The Left Alliance,The Left Alliance,municipal,official_html,309
KU078,2021,The Swedish PeopleÂs Party of Finland,1217,31.3,10,-206,-0.7,0,3911,3894,31,17,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_078.html,Hanko,The Swedish PeopleÂs Party of Finland,The Swedish PeopleÂs Party of Finland,municipal,official_html,1217
KU079,2021,Centre Party of Finland,180,6.4,1,-22,0.4,0,2844,2823,27,21,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_079.html,Harjavalta,Centre Party of Finland,Centre Party of Finland,municipal,official_html,180
KU079,2021,Christian Democrats in Finland,150,5.3,1,-8,0.6,0,2844,2823,27,21,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_079.html,Harjavalta,KD,Suomen Kristillisdemokraatit,municipal,official_html,150
KU079,2021,National Coalition Party,592,21.0,6,-111,0.1,0,2844,2823,27,21,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_079.html,Harjavalta,KOK,Kansallinen Kokoomus,municipal,official_html,592
KU079,2021,The Finnish Social Democratic Party,1188,42.1,13,-266,-1.1,0,2844,2823,27,21,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_079.html,Harjavalta,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,1188
KU079,2021,The Finns Party,289,10.2,3,104,4.7,2,2844,2823,27,21,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_079.html,Harjavalta,The Finns Party,The Finns Party,municipal,official_html,289
KU079,2021,The Greens,63,2.2,0,-48,-1.1,-1,2844,2823,27,21,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_079.html,Harjavalta,The Greens,The Greens,municipal,official_html,63
KU079,2021,The Left Alliance,361,12.8,3,-192,-3.6,-1,2844,2823,27,21,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_079.html,Harjavalta,The Left Alliance,The Left Alliance,municipal,official_html,361
KU081,2021,Centre Party of Finland,390,28.2,6,-89,-4.1,0,1392,1384,17,8,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_081.html,Hartola,Centre Party of Finland,Centre Party of Finland,municipal,official_html,390
KU081,2021,Crystal Party,18,1.3,0,18,1.3,0,1392,1384,17,8,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_081.html,Hartola,Crystal Party,Crystal Party,municipal,official_html,18
KU081,2021,Christian Democrats in Finland,106,7.7,1,106,7.7,1,1392,1384,17,8,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_081.html,Hartola,KD,Suomen Kristillisdemokraatit,municipal,official_html,106
KU081,2021,National Coalition Party,319,23.0,4,-103,-5.4,-1,1392,1384,17,8,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_081.html,Hartola,KOK,Kansallinen Kokoomus,municipal,official_html,319
KU081,2021,Movement Now,41,3.0,0,41,3.0,0,1392,1384,17,8,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_081.html,Hartola,Movement Now,Movement Now,municipal,official_html,41
KU081,2021,The Finnish Social Democratic Party,201,14.5,3,-60,-3.1,0,1392,1384,17,8,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_081.html,Hartola,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,201
KU081,2021,The Finns Party,179,12.9,2,6,1.3,0,1392,1384,17,8,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_081.html,Hartola,The Finns Party,The Finns Party,municipal,official_html,179
KU081,2021,The Greens,81,5.9,1,-15,-0.6,0,1392,1384,17,8,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_081.html,Hartola,The Greens,The Greens,municipal,official_html,81
KU081,2021,The Left Alliance,49,3.5,0,-2,0.1,0,1392,1384,17,8,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_081.html,Hartola,The Left Alliance,The Left Alliance,municipal,official_html,49
KU082,2021,Centre Party of Finland,464,11.1,4,-439,-8.8,-2,4212,4191,33,21,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_082.html,Hattula,Centre Party of Finland,Centre Party of Finland,municipal,official_html,464
KU082,2021,Huomisen Hattula yhteislista,293,7.0,2,293,7.0,2,4212,4191,33,21,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_082.html,Hattula,Huomisen Hattula yhteislista,Huomisen Hattula yhteislista,municipal,official_html,293
KU082,2021,Christian Democrats in Finland,188,4.5,2,-35,-0.4,-1,4212,4191,33,21,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_082.html,Hattula,KD,Suomen Kristillisdemokraatit,municipal,official_html,188
KU082,2021,National Coalition Party,1138,27.2,9,-58,0.9,-1,4212,4191,33,21,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_082.html,Hattula,KOK,Kansallinen Kokoomus,municipal,official_html,1138
KU082,2021,The Finnish Social Democratic Party,719,17.2,6,-442,-8.4,-3,4212,4191,33,21,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_082.html,Hattula,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,719
KU082,2021,The Finns Party,878,20.9,7,562,14.0,5,4212,4191,33,21,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_082.html,Hattula,The Finns Party,The Finns Party,municipal,official_html,878
KU082,2021,The Greens,180,4.3,1,-244,-5.0,-2,4212,4191,33,21,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_082.html,Hattula,The Greens,The Greens,municipal,official_html,180
KU082,2021,The Left Alliance,331,7.9,2,3,0.7,0,4212,4191,33,21,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_082.html,Hattula,The Left Alliance,The Left Alliance,municipal,official_html,331
KU086,2021,Centre Party of Finland,839,24.8,8,-203,-2.4,-1,3415,3381,29,34,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_086.html,Hausjärvi,Centre Party of Finland,Centre Party of Finland,municipal,official_html,839
KU086,2021,Christian Democrats in Finland,152,4.5,1,-13,0.2,0,3415,3381,29,34,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_086.html,Hausjärvi,KD,Suomen Kristillisdemokraatit,municipal,official_html,152
KU086,2021,National Coalition Party,800,23.7,7,-67,1.0,0,3415,3381,29,34,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_086.html,Hausjärvi,KOK,Kansallinen Kokoomus,municipal,official_html,800
KU086,2021,Movement Now,41,1.2,0,41,1.2,0,3415,3381,29,34,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_086.html,Hausjärvi,Movement Now,Movement Now,municipal,official_html,41
KU086,2021,The Finnish Social Democratic Party,617,18.2,5,-183,-2.6,-1,3415,3381,29,34,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_086.html,Hausjärvi,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,617
KU086,2021,The Finns Party,635,18.8,6,304,10.1,4,3415,3381,29,34,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_086.html,Hausjärvi,The Finns Party,The Finns Party,municipal,official_html,635
KU086,2021,The Greens,109,3.2,1,-116,-2.6,0,3415,3381,29,34,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_086.html,Hausjärvi,The Greens,The Greens,municipal,official_html,109
KU086,2021,The Left Alliance,188,5.6,1,-213,-4.9,-2,3415,3381,29,34,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_086.html,Hausjärvi,The Left Alliance,The Left Alliance,municipal,official_html,188
KU090,2021,Centre Party of Finland,392,25.1,5,-126,-3.9,-1,1569,1564,17,5,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_090.html,Heinävesi,Centre Party of Finland,Centre Party of Finland,municipal,official_html,392
KU090,2021,HeinÃ¤veden Sitoutumattomat yhteislista,146,9.3,1,146,9.3,1,1569,1564,17,5,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_090.html,Heinävesi,HeinÃ¤veden Sitoutumattomat yhteislista,HeinÃ¤veden Sitoutumattomat yhteislista,municipal,official_html,146
KU090,2021,Christian Democrats in Finland,68,4.3,0,-99,-5.0,-1,1569,1564,17,5,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_090.html,Heinävesi,KD,Suomen Kristillisdemokraatit,municipal,official_html,68
KU090,2021,National Coalition Party,289,18.5,3,32,4.1,1,1569,1564,17,5,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_090.html,Heinävesi,KOK,Kansallinen Kokoomus,municipal,official_html,289
KU090,2021,The Finnish Social Democratic Party,401,25.6,5,-92,-1.9,0,1569,1564,17,5,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_090.html,Heinävesi,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,401
KU090,2021,The Finns Party,237,15.2,3,16,2.8,1,1569,1564,17,5,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_090.html,Heinävesi,The Finns Party,The Finns Party,municipal,official_html,237
KU090,2021,The Left Alliance,31,2.0,0,31,2.0,0,1569,1564,17,5,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_090.html,Heinävesi,The Left Alliance,The Left Alliance,municipal,official_html,31
KU091,2021,Animal Justice Party of Finland,675,0.2,0,-306,-0.1,0,334867,333895,85,972,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_091.html,Helsinki,Animal Justice Party of Finland,Animal Justice Party of Finland,municipal,official_html,675
KU091,2021,Asukkaiden Helsinki yhteislista,1718,0.5,0,1718,0.5,0,334867,333895,85,972,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_091.html,Helsinki,Asukkaiden Helsinki yhteislista,Asukkaiden Helsinki yhteislista,municipal,official_html,1718
KU091,2021,Blue Reform,259,0.1,0,259,0.1,0,334867,333895,85,972,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_091.html,Helsinki,Blue Reform,Blue Reform,municipal,official_html,259
KU091,2021,Centre Party of Finland,7929,2.4,2,-1280,-0.5,0,334867,333895,85,972,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_091.html,Helsinki,Centre Party of Finland,Centre Party of Finland,municipal,official_html,7929
KU091,2021,Constituency association Abdirahman Mohamud Yusuf,52,0.0,0,52,0.0,0,334867,333895,85,972,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_091.html,Helsinki,Constituency association Abdirahman Mohamud Yusuf,Constituency association Abdirahman Mohamud Yusuf,municipal,official_html,52
KU091,2021,Constituency association Hannu (Miki) Sileoni,56,0.0,0,56,0.0,0,334867,333895,85,972,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_091.html,Helsinki,Constituency association Hannu (Miki) Sileoni,Constituency association Hannu (Miki) Sileoni,municipal,official_html,56
KU091,2021,Constituency association Pekka Tiainen,11,0.0,0,11,0.0,0,334867,333895,85,972,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_091.html,Helsinki,Constituency association Pekka Tiainen,Constituency association Pekka Tiainen,municipal,official_html,11
KU091,2021,Constituency association Rahim Alizada,125,0.0,0,125,0.0,0,334867,333895,85,972,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_091.html,Helsinki,Constituency association Rahim Alizada,Constituency association Rahim Alizada,municipal,official_html,125
KU091,2021,Crystal Party,1747,0.5,0,1747,0.5,0,334867,333895,85,972,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_091.html,Helsinki,Crystal Party,Crystal Party,municipal,official_html,1747
KU091,2021,Christian Democrats in Finland,5913,1.8,1,-3226,-1.0,-1,334867,333895,85,972,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_091.html,Helsinki,KD,Suomen Kristillisdemokraatit,municipal,official_html,5913
KU091,2021,National Coalition Party,85624,25.6,23,-6559,-2.7,-2,334867,333895,85,972,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_091.html,Helsinki,KOK,Kansallinen Kokoomus,municipal,official_html,85624
KU091,2021,Movement Now,11058,3.3,3,11058,3.3,3,334867,333895,85,972,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_091.html,Helsinki,Movement Now,Movement Now,municipal,official_html,11058
KU091,2021,Pirate Party of Finland,927,0.3,0,-1931,-0.6,-1,334867,333895,85,972,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_091.html,Helsinki,Pirate Party of Finland,Pirate Party of Finland,municipal,official_html,927
KU091,2021,The Feminist Party,2680,0.8,0,-2230,-0.7,-1,334867,333895,85,972,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_091.html,Helsinki,The Feminist Party,The Feminist Party,municipal,official_html,2680
KU091,2021,The Finnish Social Democratic Party,48096,14.4,13,3102,0.6,1,334867,333895,85,972,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_091.html,Helsinki,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,48096
KU091,2021,The Finns Party,33946,10.2,9,12064,3.4,3,334867,333895,85,972,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_091.html,Helsinki,The Finns Party,The Finns Party,municipal,official_html,33946
KU091,2021,The Greens,66093,19.8,18,-12229,-4.3,-3,334867,333895,85,972,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_091.html,Helsinki,The Greens,The Greens,municipal,official_html,66093
KU091,2021,The Left Alliance,42366,12.7,11,5902,1.5,1,334867,333895,85,972,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_091.html,Helsinki,The Left Alliance,The Left Alliance,municipal,official_html,42366
KU091,2021,The Swedish PeopleÂs Party of Finland,21866,6.5,5,2870,0.7,0,334867,333895,85,972,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_091.html,Helsinki,The Swedish PeopleÂs Party of Finland,The Swedish PeopleÂs Party of Finland,municipal,official_html,21866
KU091,2021,YmpÃ¤ristÃ¶liike Helsinki yhteislista,2754,0.8,0,2754,0.8,0,334867,333895,85,972,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_091.html,Helsinki,YmpÃ¤ristÃ¶liike Helsinki yhteislista,YmpÃ¤ristÃ¶liike Helsinki yhteislista,municipal,official_html,2754
KU092,2021,Blue Reform,34,0.0,0,34,0.0,0,90928,90500,67,428,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_092.html,Vantaa,Blue Reform,Blue Reform,municipal,official_html,34
KU092,2021,Centre Party of Finland,3690,4.1,2,-136,-0.2,-1,90928,90500,67,428,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_092.html,Vantaa,Centre Party of Finland,Centre Party of Finland,municipal,official_html,3690
