Alue,Vuosi,tyollisyysaste,unemployment_rate,taloudellinenhuoltosuhde,region,year,value,region_code,region_name
KU422,2013,54.9,21.6,222.0,KU422,2013,21.6,KU422,Lieksa
KU422,2014,55.8,20.7,223.0,KU422,2014,20.7,KU422,Lieksa
KU422,2015,55.7,21.8,229.0,KU422,2015,21.8,KU422,Lieksa
KU422,2016,56.6,21.4,227.0,KU422,2016,21.4,KU422,Lieksa
KU422,2017,57.6,20.7,228.0,KU422,2017,20.7,KU422,Lieksa
KU422,2018,60.7,15.8,215.0,KU422,2018,15.8,KU422,Lieksa
KU422,2019,60.8,17.4,220.0,KU422,2019,17.4,KU422,Lieksa
KU422,2020,60.9,17.6,221.0,KU422,2020,17.6,KU422,Lieksa
KU422,2021,62.7,16.5,219.0,KU422,2021,16.5,KU422,Lieksa
KU422,2022,63.4,16.7,220.0,KU422,2022,16.7,KU422,Lieksa
KU422,2023,64.4,18.3,219.0,KU422,2023,18.3,KU422,Lieksa
KU422,2024,64.3,19.3,223.0,KU422,2024,19.3,KU422,Lieksa
KU423,1987,77.9,3.5,103.0,KU423,1987,3.5,KU423,Lieto
KU423,1988,78.7,2.0,99.0,KU423,1988,2.0,KU423,Lieto
KU423,1989,78.2,2.1,100.0,KU423,1989,2.1,KU423,Lieto
KU423,1990,77.6,2.5,103.0,KU423,1990,2.5,KU423,Lieto
KU423,1991,73.6,7.4,115.0,KU423,1991,7.4,KU423,Lieto
KU423,1992,69.2,12.6,130.0,KU423,1992,12.6,KU423,Lieto
KU423,1993,64.9,16.0,145.0,KU423,1993,16.0,KU423,Lieto
KU423,1994,67.4,13.1,139.0,KU423,1994,13.1,KU423,Lieto
KU423,1995,68.0,12.9,137.0,KU423,1995,12.9,KU423,Lieto
KU423,1996,68.7,12.2,135.0,KU423,1996,12.2,KU423,Lieto
KU423,1997,72.4,9.8,123.0,KU423,1997,9.8,KU423,Lieto
KU423,1998,74.1,8.2,117.0,KU423,1998,8.2,KU423,Lieto
KU423,1999,75.3,7.5,114.0,KU423,1999,7.5,KU423,Lieto
KU423,2000,76.3,6.6,112.0,KU423,2000,6.6,KU423,Lieto
KU423,2001,76.3,6.6,113.0,KU423,2001,6.6,KU423,Lieto
KU423,2002,76.0,6.7,115.0,KU423,2002,6.7,KU423,Lieto
KU423,2003,75.8,7.2,116.0,KU423,2003,7.2,KU423,Lieto
KU423,2004,76.5,7.0,115.0,KU423,2004,7.0,KU423,Lieto
KU423,2005,76.9,6.1,114.0,KU423,2005,6.1,KU423,Lieto
KU423,2006,78.1,5.0,112.0,KU423,2006,5.0,KU423,Lieto
KU423,2007,79.1,3.9,110.0,KU423,2007,3.9,KU423,Lieto
KU423,2008,78.5,4.2,111.0,KU423,2008,4.2,KU423,Lieto
KU423,2009,76.0,7.1,120.0,KU423,2009,7.1,KU423,Lieto
KU423,2010,76.1,6.7,119.0,KU423,2010,6.7,KU423,Lieto
KU423,2011,78.2,5.6,115.0,KU423,2011,5.6,KU423,Lieto
KU423,2012,77.8,6.8,117.0,KU423,2012,6.8,KU423,Lieto
KU423,2013,76.4,9.0,124.0,KU423,2013,9.0,KU423,Lieto
KU423,2014,76.8,9.0,123.0,KU423,2014,9.0,KU423,Lieto
KU423,2015,76.6,9.4,126.0,KU423,2015,9.4,KU423,Lieto
KU423,2016,77.6,8.4,122.0,KU423,2016,8.4,KU423,Lieto
KU423,2017,80.0,6.2,116.0,KU423,2017,6.2,KU423,Lieto
KU423,2018,81.7,4.8,112.0,KU423,2018,4.8,KU423,Lieto
KU423,2019,81.1,5.1,114.0,KU423,2019,5.1,KU423,Lieto
KU423,2020,78.0,9.3,123.0,KU423,2020,9.3,KU423,Lieto
KU423,2021,81.2,5.4,114.0,KU423,2021,5.4,KU423,Lieto
KU423,2022,82.5,4.7,112.0,KU423,2022,4.7,KU423,Lieto
KU423,2023,82.2,5.8,112.0,KU423,2023,5.8,KU423,Lieto
KU423,2024,81.7,6.6,113.0,KU423,2024,6.6,KU423,Lieto
KU425,1987,69.8,5.8,141.0,KU425,1987,5.8,KU425,Liminka
KU425,1988,71.2,4.8,137.0,KU425,1988,4.8,KU425,Liminka
KU425,1989,73.0,3.6,131.0,KU425,1989,3.6,KU425,Liminka
KU425,1990,70.4,6.4,139.0,KU425,1990,6.4,KU425,Liminka
KU425,1991,65.6,12.7,161.0,KU425,1991,12.7,KU425,Liminka
KU425,1992,62.2,18.2,180.0,KU425,1992,18.2,KU425,Liminka
KU425,1993,57.8,22.8,202.0,KU425,1993,22.8,KU425,Liminka
KU425,1994,60.1,19.9,193.0,KU425,1994,19.9,KU425,Liminka
KU425,1995,61.8,17.8,188.0,KU425,1995,17.8,KU425,Liminka
KU425,1996,61.5,18.0,188.0,KU425,1996,18.0,KU425,Liminka
KU425,1997,65.8,14.2,171.0,KU425,1997,14.2,KU425,Liminka
KU425,1998,67.0,13.8,167.0,KU425,1998,13.8,KU425,Liminka
KU425,1999,67.9,12.1,163.0,KU425,1999,12.1,KU425,Liminka
KU425,2000,69.7,10.6,158.0,KU425,2000,10.6,KU425,Liminka
KU425,2001,68.4,11.9,162.0,KU425,2001,11.9,KU425,Liminka
KU425,2002,68.1,11.7,165.0,KU425,2002,11.7,KU425,Liminka
KU425,2003,68.6,11.5,162.0,KU425,2003,11.5,KU425,Liminka
KU425,2004,70.6,11.6,158.0,KU425,2004,11.6,KU425,Liminka
KU425,2005,71.6,10.1,159.0,KU425,2005,10.1,KU425,Liminka
KU425,2006,73.5,8.5,154.0,KU425,2006,8.5,KU425,Liminka
KU425,2007,74.0,7.3,154.0,KU425,2007,7.3,KU425,Liminka
KU425,2008,74.2,8.6,154.0,KU425,2008,8.6,KU425,Liminka
KU425,2009,72.6,9.9,161.0,KU425,2009,9.9,KU425,Liminka
KU425,2010,73.9,8.1,159.0,KU425,2010,8.1,KU425,Liminka
KU425,2011,74.9,8.6,154.0,KU425,2011,8.6,KU425,Liminka
KU425,2012,74.3,9.2,157.0,KU425,2012,9.2,KU425,Liminka
KU425,2013,73.9,10.5,160.0,KU425,2013,10.5,KU425,Liminka
KU425,2014,73.2,12.1,164.0,KU425,2014,12.1,KU425,Liminka
KU425,2015,73.6,10.6,163.0,KU425,2015,10.6,KU425,Liminka
KU425,2016,74.8,10.2,162.0,KU425,2016,10.2,KU425,Liminka
KU425,2017,77.1,7.8,154.0,KU425,2017,7.8,KU425,Liminka
KU425,2018,78.4,6.7,148.0,KU425,2018,6.7,KU425,Liminka
KU425,2019,77.4,7.0,150.0,KU425,2019,7.0,KU425,Liminka
KU425,2020,76.0,9.9,153.0,KU425,2020,9.9,KU425,Liminka
KU425,2021,78.5,6.1,144.0,KU425,2021,6.1,KU425,Liminka
KU425,2022,79.2,6.4,140.0,KU425,2022,6.4,KU425,Liminka
KU425,2023,79.1,7.5,139.0,KU425,2023,7.5,KU425,Liminka
KU425,2024,79.2,7.7,136.0,KU425,2024,7.7,KU425,Liminka
KU426,1987,68.8,6.1,135.0,KU426,1987,6.1,KU426,Liperi
KU426,1988,69.8,5.2,131.0,KU426,1988,5.2,KU426,Liperi
KU426,1989,70.3,3.9,131.0,KU426,1989,3.9,KU426,Liperi
KU426,1990,68.4,5.7,139.0,KU426,1990,5.7,KU426,Liperi
KU426,1991,65.0,9.2,153.0,KU426,1991,9.2,KU426,Liperi
KU426,1992,62.2,14.1,167.0,KU426,1992,14.1,KU426,Liperi
KU426,1993,58.0,18.5,184.0,KU426,1993,18.5,KU426,Liperi
KU426,1994,58.6,17.6,184.0,KU426,1994,17.6,KU426,Liperi
KU426,1995,57.0,19.5,192.0,KU426,1995,19.5,KU426,Liperi
KU426,1996,55.8,21.3,200.0,KU426,1996,21.3,KU426,Liperi
KU426,1997,57.9,18.7,188.0,KU426,1997,18.7,KU426,Liperi
KU426,1998,59.9,17.3,178.0,KU426,1998,17.3,KU426,Liperi
KU426,1999,61.6,15.4,170.0,KU426,1999,15.4,KU426,Liperi
KU426,2000,62.4,14.4,166.0,KU426,2000,14.4,KU426,Liperi
KU426,2001,62.0,15.6,165.0,KU426,2001,15.6,KU426,Liperi
KU426,2002,63.1,14.7,161.0,KU426,2002,14.7,KU426,Liperi
KU426,2003,63.7,14.4,158.0,KU426,2003,14.4,KU426,Liperi
KU426,2004,65.4,13.3,154.0,KU426,2004,13.3,KU426,Liperi
KU426,2005,65.3,12.8,155.0,KU426,2005,12.8,KU426,Liperi
KU426,2006,67.0,11.3,150.0,KU426,2006,11.3,KU426,Liperi
KU426,2007,67.9,9.8,145.0,KU426,2007,9.8,KU426,Liperi
KU426,2008,67.6,11.3,146.0,KU426,2008,11.3,KU426,Liperi
KU426,2009,66.0,12.8,152.0,KU426,2009,12.8,KU426,Liperi
KU426,2010,67.9,11.1,143.0,KU426,2010,11.1,KU426,Liperi
KU426,2011,69.3,11.5,141.0,KU426,2011,11.5,KU426,Liperi
KU426,2012,68.6,12.7,144.0,KU426,2012,12.7,KU426,Liperi
KU426,2013,68.5,13.1,146.0,KU426,2013,13.1,KU426,Liperi
KU426,2014,68.9,13.3,146.0,KU426,2014,13.3,KU426,Liperi
KU426,2015,67.6,14.1,152.0,KU426,2015,14.1,KU426,Liperi
KU426,2016,68.4,14.1,152.0,KU426,2016,14.1,KU426,Liperi
KU426,2017,71.2,11.9,142.0,KU426,2017,11.9,KU426,Liperi
KU426,2018,72.2,10.8,141.0,KU426,2018,10.8,KU426,Liperi
KU426,2019,72.2,11.8,143.0,KU426,2019,11.8,KU426,Liperi
KU426,2020,70.5,15.4,151.0,KU426,2020,15.4,KU426,Liperi
KU426,2021,73.2,11.4,144.0,KU426,2021,11.4,KU426,Liperi
KU426,2022,74.7,10.7,139.0,KU426,2022,10.7,KU426,Liperi
KU426,2023,74.5,12.2,141.0,KU426,2023,12.2,KU426,Liperi
KU426,2024,73.3,13.9,145.0,KU426,2024,13.9,KU426,Liperi
KU444,1987,77.8,2.1,98.0,KU444,1987,2.1,KU444,Lohja
KU444,1988,78.5,2.2,96.0,KU444,1988,2.2,KU444,Lohja
KU444,1989,79.0,1.5,95.0,KU444,1989,1.5,KU444,Lohja
KU444,1990,77.4,2.8,99.0,KU444,1990,2.8,KU444,Lohja
KU444,1991,71.4,9.9,118.0,KU444,1991,9.9,KU444,Lohja
KU444,1992,64.8,17.7,142.0,KU444,1992,17.7,KU444,Lohja
KU444,1993,60.1,22.1,162.0,KU444,1993,22.1,KU444,Lohja
KU444,1994,60.7,21.1,159.0,KU444,1994,21.1,KU444,Lohja
KU444,1995,63.4,18.1,149.0,KU444,1995,18.1,KU444,Lohja
KU444,1996,63.8,17.8,148.0,KU444,1996,17.8,KU444,Lohja
KU444,1997,67.2,14.2,135.0,KU444,1997,14.2,KU444,Lohja
KU444,1998,70.5,11.0,123.0,KU444,1998,11.0,KU444,Lohja
KU444,1999,71.9,9.6,118.0,KU444,1999,9.6,KU444,Lohja
KU444,2000,73.9,7.8,112.0,KU444,2000,7.8,KU444,Lohja
KU444,2001,73.4,8.3,114.0,KU444,2001,8.3,KU444,Lohja
KU444,2002,73.1,8.7,115.0,KU444,2002,8.7,KU444,Lohja
KU444,2003,73.5,8.6,115.0,KU444,2003,8.6,KU444,Lohja
KU444,2004,74.1,8.0,114.0,KU444,2004,8.0,KU444,Lohja
KU444,2005,74.1,7.2,117.0,KU444,2005,7.2,KU444,Lohja
KU444,2006,75.0,6.5,115.0,KU444,2006,6.5,KU444,Lohja
KU444,2007,76.0,5.8,112.0,KU444,2007,5.8,KU444,Lohja
KU444,2008,75.6,6.0,113.0,KU444,2008,6.0,KU444,Lohja
KU444,2009,72.0,9.7,124.0,KU444,2009,9.7,KU444,Lohja
KU444,2010,73.3,8.7,122.0,KU444,2010,8.7,KU444,Lohja
KU444,2011,74.1,8.3,122.0,KU444,2011,8.3,KU444,Lohja
KU444,2012,74.2,8.9,124.0,KU444,2012,8.9,KU444,Lohja
KU444,2013,72.0,11.7,132.0,KU444,2013,11.7,KU444,Lohja
KU444,2014,70.8,13.7,138.0,KU444,2014,13.7,KU444,Lohja
KU444,2015,70.4,14.1,142.0,KU444,2015,14.1,KU444,Lohja
KU444,2016,71.6,12.8,140.0,KU444,2016,12.8,KU444,Lohja
KU444,2017,73.2,10.4,137.0,KU444,2017,10.4,KU444,Lohja
KU444,2018,74.8,8.2,134.0,KU444,2018,8.2,KU444,Lohja
KU444,2019,74.7,8.8,135.0,KU444,2019,8.8,KU444,Lohja
KU444,2020,73.0,11.7,142.0,KU444,2020,11.7,KU444,Lohja
KU444,2021,75.0,9.3,136.0,KU444,2021,9.3,KU444,Lohja
KU444,2022,75.7,9.0,134.0,KU444,2022,9.0,KU444,Lohja
KU444,2023,74.7,10.5,137.0,KU444,2023,10.5,KU444,Lohja
KU444,2024,75.1,11.0,135.0,KU444,2024,11.0,KU444,Lohja
KU430,1987,73.7,4.4,119.0,KU430,1987,4.4,KU430,Loimaa
KU430,1988,75.2,3.8,117.0,KU430,1988,3.8,KU430,Loimaa
KU430,1989,75.6,3.0,115.0,KU430,1989,3.0,KU430,Loimaa
KU430,1990,74.2,4.4,122.0,KU430,1990,4.4,KU430,Loimaa
KU430,1991,69.5,9.9,140.0,KU430,1991,9.9,KU430,Loimaa
KU430,1992,63.5,16.6,164.0,KU430,1992,16.6,KU430,Loimaa
KU430,1993,60.2,20.1,179.0,KU430,1993,20.1,KU430,Loimaa
KU430,1994,62.1,18.2,172.0,KU430,1994,18.2,KU430,Loimaa
KU430,1995,61.8,18.3,175.0,KU430,1995,18.3,KU430,Loimaa
KU430,1996,62.5,16.9,173.0,KU430,1996,16.9,KU430,Loimaa
KU430,1997,65.0,14.7,163.0,KU430,1997,14.7,KU430,Loimaa
KU430,1998,67.1,12.7,152.0,KU430,1998,12.7,KU430,Loimaa
KU430,1999,68.0,12.0,149.0,KU430,1999,12.0,KU430,Loimaa
KU430,2000,68.6,11.1,147.0,KU430,2000,11.1,KU430,Loimaa
KU430,2001,68.8,10.8,146.0,KU430,2001,10.8,KU430,Loimaa
KU430,2002,68.6,11.0,146.0,KU430,2002,11.0,KU430,Loimaa
KU430,2003,68.9,10.5,146.0,KU430,2003,10.5,KU430,Loimaa
KU430,2004,69.8,10.1,143.0,KU430,2004,10.1,KU430,Loimaa
KU430,2005,70.8,9.1,140.0,KU430,2005,9.1,KU430,Loimaa
KU430,2006,71.5,8.2,139.0,KU430,2006,8.2,KU430,Loimaa
KU430,2007,72.4,6.3,135.0,KU430,2007,6.3,KU430,Loimaa
KU430,2008,70.7,7.8,140.0,KU430,2008,7.8,KU430,Loimaa
KU430,2009,68.4,10.8,147.0,KU430,2009,10.8,KU430,Loimaa
KU430,2010,69.9,8.9,144.0,KU430,2010,8.9,KU430,Loimaa
KU430,2011,70.5,8.6,144.0,KU430,2011,8.6,KU430,Loimaa
KU430,2012,71.2,9.1,144.0,KU430,2012,9.1,KU430,Loimaa
KU430,2013,69.7,11.0,152.0,KU430,2013,11.0,KU430,Loimaa
KU430,2014,69.2,12.2,157.0,KU430,2014,12.2,KU430,Loimaa
KU430,2015,69.0,12.8,160.0,KU430,2015,12.8,KU430,Loimaa
KU430,2016,70.0,11.8,159.0,KU430,2016,11.8,KU430,Loimaa
KU430,2017,71.0,10.4,157.0,KU430,2017,10.4,KU430,Loimaa
KU430,2018,71.6,9.2,158.0,KU430,2018,9.2,KU430,Loimaa
KU430,2019,71.6,9.1,158.0,KU430,2019,9.1,KU430,Loimaa
KU430,2020,69.3,12.4,170.0,KU430,2020,12.4,KU430,Loimaa
KU430,2021,72.8,9.2,159.0,KU430,2021,9.2,KU430,Loimaa
KU430,2022,73.4,8.9,157.0,KU430,2022,8.9,KU430,Loimaa
KU430,2023,72.1,11.6,165.0,KU430,2023,11.6,KU430,Loimaa
KU430,2024,71.7,12.2,167.0,KU430,2024,12.2,KU430,Loimaa
KU433,1987,74.0,3.2,122.0,KU433,1987,3.2,KU433,Loppi
KU433,1988,74.9,3.2,120.0,KU433,1988,3.2,KU433,Loppi
KU433,1989,75.5,2.6,118.0,KU433,1989,2.6,KU433,Loppi
KU433,1990,73.8,3.6,124.0,KU433,1990,3.6,KU433,Loppi
KU433,1991,68.7,11.0,141.0,KU433,1991,11.0,KU433,Loppi
KU433,1992,64.8,16.5,157.0,KU433,1992,16.5,KU433,Loppi
KU433,1993,60.6,21.2,173.0,KU433,1993,21.2,KU433,Loppi
KU433,1994,61.9,19.2,169.0,KU433,1994,19.2,KU433,Loppi
KU433,1995,62.0,17.4,170.0,KU433,1995,17.4,KU433,Loppi
KU433,1996,62.4,18.4,168.0,KU433,1996,18.4,KU433,Loppi
KU433,1997,65.2,15.1,157.0,KU433,1997,15.1,KU433,Loppi
KU433,1998,67.0,13.9,148.0,KU433,1998,13.9,KU433,Loppi
KU433,1999,68.3,12.3,143.0,KU433,1999,12.3,KU433,Loppi
KU433,2000,69.8,10.4,137.0,KU433,2000,10.4,KU433,Loppi
KU433,2001,70.1,10.7,136.0,KU433,2001,10.7,KU433,Loppi
KU433,2002,71.2,9.9,134.0,KU433,2002,9.9,KU433,Loppi
KU433,2003,71.6,9.3,134.0,KU433,2003,9.3,KU433,Loppi
KU433,2004,71.7,9.5,134.0,KU433,2004,9.5,KU433,Loppi
KU433,2005,72.8,8.6,132.0,KU433,2005,8.6,KU433,Loppi
KU433,2006,74.5,6.9,129.0,KU433,2006,6.9,KU433,Loppi
KU433,2007,75.3,5.8,125.0,KU433,2007,5.8,KU433,Loppi
KU433,2008,75.0,6.0,126.0,KU433,2008,6.0,KU433,Loppi
KU433,2009,73.5,8.4,131.0,KU433,2009,8.4,KU433,Loppi
KU433,2010,74.1,7.0,131.0,KU433,2010,7.0,KU433,Loppi
KU433,2011,75.2,6.2,130.0,KU433,2011,6.2,KU433,Loppi
KU433,2012,74.7,7.0,133.0,KU433,2012,7.0,KU433,Loppi
KU433,2013,73.6,8.8,139.0,KU433,2013,8.8,KU433,Loppi
KU433,2014,73.3,10.1,142.0,KU433,2014,10.1,KU433,Loppi
KU433,2015,73.0,10.1,145.0,KU433,2015,10.1,KU433,Loppi
KU433,2016,75.0,8.2,141.0,KU433,2016,8.2,KU433,Loppi
KU433,2017,75.8,6.6,141.0,KU433,2017,6.6,KU433,Loppi
KU433,2018,77.5,5.7,138.0,KU433,2018,5.7,KU433,Loppi
KU433,2019,79.2,5.7,132.0,KU433,2019,5.7,KU433,Loppi
KU433,2020,77.6,7.5,135.0,KU433,2020,7.5,KU433,Loppi
KU433,2021,77.8,6.5,135.0,KU433,2021,6.5,KU433,Loppi
KU433,2022,78.7,5.6,131.0,KU433,2022,5.6,KU433,Loppi
KU433,2023,78.2,6.8,133.0,KU433,2023,6.8,KU433,Loppi
KU433,2024,77.9,7.9,133.0,KU433,2024,7.9,KU433,Loppi
KU434,1987,72.9,4.7,118.0,KU434,1987,4.7,KU434,Loviisa
KU434,1988,73.3,5.1,117.0,KU434,1988,5.1,KU434,Loviisa
KU434,1989,74.0,4.3,115.0,KU434,1989,4.3,KU434,Loviisa
KU434,1990,72.5,5.9,121.0,KU434,1990,5.9,KU434,Loviisa
KU434,1991,67.6,12.6,138.0,KU434,1991,12.6,KU434,Loviisa
KU434,1992,62.3,19.5,160.0,KU434,1992,19.5,KU434,Loviisa
KU434,1993,59.1,22.0,175.0,KU434,1993,22.0,KU434,Loviisa
KU434,1994,60.6,20.1,171.0,KU434,1994,20.1,KU434,Loviisa
KU434,1995,60.4,20.3,172.0,KU434,1995,20.3,KU434,Loviisa
KU434,1996,61.1,19.7,171.0,KU434,1996,19.7,KU434,Loviisa
KU434,1997,64.4,16.3,157.0,KU434,1997,16.3,KU434,Loviisa
KU434,1998,67.4,14.0,143.0,KU434,1998,14.0,KU434,Loviisa
KU434,1999,67.7,13.2,142.0,KU434,1999,13.2,KU434,Loviisa
KU434,2000,69.6,11.7,136.0,KU434,2000,11.7,KU434,Loviisa
KU434,2001,70.1,11.1,134.0,KU434,2001,11.1,KU434,Loviisa
KU434,2002,69.1,11.2,136.0,KU434,2002,11.2,KU434,Loviisa
KU434,2003,69.3,10.8,135.0,KU434,2003,10.8,KU434,Loviisa
KU434,2004,69.6,10.8,134.0,KU434,2004,10.8,KU434,Loviisa
KU434,2005,70.6,9.8,133.0,KU434,2005,9.8,KU434,Loviisa
KU434,2006,71.8,7.9,129.0,KU434,2006,7.9,KU434,Loviisa
KU434,2007,73.4,6.6,124.0,KU434,2007,6.6,KU434,Loviisa
KU434,2008,72.8,7.1,126.0,KU434,2008,7.1,KU434,Loviisa
KU434,2009,69.5,9.6,137.0,KU434,2009,9.6,KU434,Loviisa
KU434,2010,70.3,9.8,136.0,KU434,2010,9.8,KU434,Loviisa
KU434,2011,71.4,9.6,136.0,KU434,2011,9.6,KU434,Loviisa
KU434,2012,71.9,9.8,136.0,KU434,2012,9.8,KU434,Loviisa
KU434,2013,71.4,11.1,141.0,KU434,2013,11.1,KU434,Loviisa
KU434,2014,69.4,13.2,149.0,KU434,2014,13.2,KU434,Loviisa
KU434,2015,68.0,15.3,158.0,KU434,2015,15.3,KU434,Loviisa
KU434,2016,69.8,12.7,153.0,KU434,2016,12.7,KU434,Loviisa
KU434,2017,71.2,11.3,150.0,KU434,2017,11.3,KU434,Loviisa
KU434,2018,72.5,10.7,147.0,KU434,2018,10.7,KU434,Loviisa
KU434,2019,73.8,10.3,144.0,KU434,2019,10.3,KU434,Loviisa
KU434,2020,69.4,16.6,161.0,KU434,2020,16.6,KU434,Loviisa
KU434,2021,74.1,11.7,146.0,KU434,2021,11.7,KU434,Loviisa
KU434,2022,75.1,10.2,145.0,KU434,2022,10.2,KU434,Loviisa
KU434,2023,74.5,11.7,147.0,KU434,2023,11.7,KU434,Loviisa
KU434,2024,74.5,12.4,147.0,KU434,2024,12.4,KU434,Loviisa
KU435,1987,63.2,7.2,145.0,KU435,1987,7.2,KU435,Luhanka
KU435,1988,65.2,5.8,141.0,KU435,1988,5.8,KU435,Luhanka
KU435,1989,67.6,4.2,133.0,KU435,1989,4.2,KU435,Luhanka
KU435,1990,66.2,5.7,141.0,KU435,1990,5.7,KU435,Luhanka
KU435,1991,60.5,14.4,165.0,KU435,1991,14.4,KU435,Luhanka
KU435,1992,55.8,18.6,192.0,KU435,1992,18.6,KU435,Luhanka
KU435,1993,53.4,20.0,206.0,KU435,1993,20.0,KU435,Luhanka
KU435,1994,57.1,15.3,187.0,KU435,1994,15.3,KU435,Luhanka
KU435,1995,55.5,18.5,202.0,KU435,1995,18.5,KU435,Luhanka
KU435,1996,53.8,23.4,214.0,KU435,1996,23.4,KU435,Luhanka
KU435,1997,56.3,21.1,205.0,KU435,1997,21.1,KU435,Luhanka
KU435,1998,57.6,18.2,205.0,KU435,1998,18.2,KU435,Luhanka
KU435,1999,59.3,15.0,203.0,KU435,1999,15.0,KU435,Luhanka
KU435,2000,61.3,12.9,196.0,KU435,2000,12.9,KU435,Luhanka
KU435,2001,57.8,14.9,217.0,KU435,2001,14.9,KU435,Luhanka
KU435,2002,60.2,13.5,207.0,KU435,2002,13.5,KU435,Luhanka
KU435,2003,59.6,13.6,213.0,KU435,2003,13.6,KU435,Luhanka
KU435,2004,59.7,15.7,216.0,KU435,2004,15.7,KU435,Luhanka
KU435,2005,60.9,14.5,211.0,KU435,2005,14.5,KU435,Luhanka
KU435,2006,64.8,10.4,198.0,KU435,2006,10.4,KU435,Luhanka
KU435,2007,67.1,8.5,191.0,KU435,2007,8.5,KU435,Luhanka
KU435,2008,63.0,10.6,209.0,KU435,2008,10.6,KU435,Luhanka
KU435,2009,60.5,12.2,230.0,KU435,2009,12.2,KU435,Luhanka
KU435,2010,62.3,9.9,225.0,KU435,2010,9.9,KU435,Luhanka
KU435,2011,62.4,11.5,220.0,KU435,2011,11.5,KU435,Luhanka
KU435,2012,62.9,11.5,229.0,KU435,2012,11.5,KU435,Luhanka
KU435,2013,64.1,13.9,229.0,KU435,2013,13.9,KU435,Luhanka
KU435,2014,60.9,16.7,240.0,KU435,2014,16.7,KU435,Luhanka
KU435,2015,64.5,15.1,225.0,KU435,2015,15.1,KU435,Luhanka
KU435,2016,67.1,12.4,206.0,KU435,2016,12.4,KU435,Luhanka
KU435,2017,68.1,11.2,208.0,KU435,2017,11.2,KU435,Luhanka
KU435,2018,71.9,7.8,189.0,KU435,2018,7.8,KU435,Luhanka
KU435,2019,71.2,10.8,184.0,KU435,2019,10.8,KU435,Luhanka
KU435,2020,71.1,12.8,181.0,KU435,2020,12.8,KU435,Luhanka
KU435,2021,70.5,12.1,186.0,KU435,2021,12.1,KU435,Luhanka
KU435,2022,71.0,13.5,180.0,KU435,2022,13.5,KU435,Luhanka
KU435,2023,71.3,12.7,189.0,KU435,2023,12.7,KU435,Luhanka
KU435,2024,73.7,11.7,182.0,KU435,2024,11.7,KU435,Luhanka
KU436,1987,67.1,7.3,150.0,KU436,1987,7.3,KU436,Lumijoki
KU436,1988,66.9,8.4,149.0,KU436,1988,8.4,KU436,Lumijoki
KU436,1989,68.8,6.3,148.0,KU436,1989,6.3,KU436,Lumijoki
KU436,1990,67.1,9.2,150.0,KU436,1990,9.2,KU436,Lumijoki
KU436,1991,63.1,14.6,172.0,KU436,1991,14.6,KU436,Lumijoki
KU436,1992,58.1,20.7,197.0,KU436,1992,20.7,KU436,Lumijoki
KU436,1993,57.4,19.8,203.0,KU436,1993,19.8,KU436,Lumijoki
KU436,1994,57.7,19.4,207.0,KU436,1994,19.4,KU436,Lumijoki
KU436,1995,57.5,21.3,212.0,KU436,1995,21.3,KU436,Lumijoki
KU436,1996,60.0,17.5,207.0,KU436,1996,17.5,KU436,Lumijoki
KU436,1997,61.2,16.8,199.0,KU436,1997,16.8,KU436,Lumijoki
KU436,1998,65.9,14.0,177.0,KU436,1998,14.0,KU436,Lumijoki
KU436,1999,65.2,14.2,177.0,KU436,1999,14.2,KU436,Lumijoki
KU436,2000,67.3,13.2,172.0,KU436,2000,13.2,KU436,Lumijoki
KU436,2001,66.5,12.7,174.0,KU436,2001,12.7,KU436,Lumijoki
KU436,2002,66.0,12.6,175.0,KU436,2002,12.6,KU436,Lumijoki
KU436,2003,66.0,12.0,176.0,KU436,2003,12.0,KU436,Lumijoki
KU436,2004,65.8,14.3,179.0,KU436,2004,14.3,KU436,Lumijoki
KU436,2005,66.9,13.4,180.0,KU436,2005,13.4,KU436,Lumijoki
KU436,2006,68.4,11.8,177.0,KU436,2006,11.8,KU436,Lumijoki
KU436,2007,69.0,10.2,175.0,KU436,2007,10.2,KU436,Lumijoki
KU436,2008,71.4,9.4,168.0,KU436,2008,9.4,KU436,Lumijoki
KU436,2009,68.2,11.9,177.0,KU436,2009,11.9,KU436,Lumijoki
KU436,2010,68.9,9.7,171.0,KU436,2010,9.7,KU436,Lumijoki
KU436,2011,69.8,9.8,172.0,KU436,2011,9.8,KU436,Lumijoki
KU436,2012,69.0,12.3,180.0,KU436,2012,12.3,KU436,Lumijoki
KU436,2013,68.5,11.2,181.0,KU436,2013,11.2,KU436,Lumijoki
KU436,2014,67.1,11.5,186.0,KU436,2014,11.5,KU436,Lumijoki
KU436,2015,67.3,13.9,192.0,KU436,2015,13.9,KU436,Lumijoki
KU436,2016,68.0,12.1,191.0,KU436,2016,12.1,KU436,Lumijoki
KU436,2017,71.2,10.7,181.0,KU436,2017,10.7,KU436,Lumijoki
KU436,2018,71.0,10.0,188.0,KU436,2018,10.0,KU436,Lumijoki
KU436,2019,73.8,8.2,181.0,KU436,2019,8.2,KU436,Lumijoki
KU436,2020,74.5,10.2,175.0,KU436,2020,10.2,KU436,Lumijoki
KU436,2021,74.9,8.1,166.0,KU436,2021,8.1,KU436,Lumijoki
KU436,2022,77.5,7.4,155.0,KU436,2022,7.4,KU436,Lumijoki
