Alue,Vuosi,tyollisyysaste,unemployment_rate,taloudellinenhuoltosuhde,region,year,value,region_code,region_name
KU043,1997,73.9,7.6,138.0,KU043,1997,7.6,KU043,Eckerö
KU043,1998,77.5,4.8,121.0,KU043,1998,4.8,KU043,Eckerö
KU043,1999,81.3,3.9,114.0,KU043,1999,3.9,KU043,Eckerö
KU043,2000,81.9,2.0,111.0,KU043,2000,2.0,KU043,Eckerö
KU043,2001,79.6,3.7,111.0,KU043,2001,3.7,KU043,Eckerö
KU043,2002,80.0,2.4,108.0,KU043,2002,2.4,KU043,Eckerö
KU043,2003,77.8,2.8,111.0,KU043,2003,2.8,KU043,Eckerö
KU043,2004,78.5,3.5,113.0,KU043,2004,3.5,KU043,Eckerö
KU043,2005,77.6,4.5,115.0,KU043,2005,4.5,KU043,Eckerö
KU043,2006,78.7,3.8,113.0,KU043,2006,3.8,KU043,Eckerö
KU043,2007,78.9,2.3,111.0,KU043,2007,2.3,KU043,Eckerö
KU043,2008,78.3,2.5,110.0,KU043,2008,2.5,KU043,Eckerö
KU043,2009,74.7,5.2,115.0,KU043,2009,5.2,KU043,Eckerö
KU043,2010,74.0,5.9,118.0,KU043,2010,5.9,KU043,Eckerö
KU043,2011,76.7,4.2,111.0,KU043,2011,4.2,KU043,Eckerö
KU043,2012,75.5,4.6,115.0,KU043,2012,4.6,KU043,Eckerö
KU043,2013,75.8,4.4,116.0,KU043,2013,4.4,KU043,Eckerö
KU043,2014,78.7,6.3,110.0,KU043,2014,6.3,KU043,Eckerö
KU043,2015,79.0,5.2,107.0,KU043,2015,5.2,KU043,Eckerö
KU043,2016,79.6,5.2,106.0,KU043,2016,5.2,KU043,Eckerö
KU043,2017,82.0,4.0,102.0,KU043,2017,4.0,KU043,Eckerö
KU043,2018,81.4,4.2,106.0,KU043,2018,4.2,KU043,Eckerö
KU043,2019,79.1,4.2,115.0,KU043,2019,4.2,KU043,Eckerö
KU043,2020,71.8,12.9,137.0,KU043,2020,12.9,KU043,Eckerö
KU043,2021,77.6,5.5,127.0,KU043,2021,5.5,KU043,Eckerö
KU043,2022,79.4,4.4,119.0,KU043,2022,4.4,KU043,Eckerö
KU043,2023,77.8,5.9,125.0,KU043,2023,5.9,KU043,Eckerö
KU043,2024,79.3,5.8,120.0,KU043,2024,5.8,KU043,Eckerö
KU046,1987,66.7,10.7,150.0,KU046,1987,10.7,KU046,Enonkoski
KU046,1988,67.4,9.5,145.0,KU046,1988,9.5,KU046,Enonkoski
KU046,1989,65.8,9.6,157.0,KU046,1989,9.6,KU046,Enonkoski
KU046,1990,62.0,12.3,173.0,KU046,1990,12.3,KU046,Enonkoski
KU046,1991,62.3,16.0,174.0,KU046,1991,16.0,KU046,Enonkoski
KU046,1992,57.7,21.9,199.0,KU046,1992,21.9,KU046,Enonkoski
KU046,1993,53.9,25.9,213.0,KU046,1993,25.9,KU046,Enonkoski
KU046,1994,55.9,22.2,206.0,KU046,1994,22.2,KU046,Enonkoski
KU046,1995,53.6,22.8,217.0,KU046,1995,22.8,KU046,Enonkoski
KU046,1996,52.0,27.7,230.0,KU046,1996,27.7,KU046,Enonkoski
KU046,1997,53.8,25.5,220.0,KU046,1997,25.5,KU046,Enonkoski
KU046,1998,55.8,24.4,209.0,KU046,1998,24.4,KU046,Enonkoski
KU046,1999,56.4,23.4,206.0,KU046,1999,23.4,KU046,Enonkoski
KU046,2000,56.4,23.4,210.0,KU046,2000,23.4,KU046,Enonkoski
KU046,2001,55.6,23.3,215.0,KU046,2001,23.3,KU046,Enonkoski
KU046,2002,55.8,23.0,205.0,KU046,2002,23.0,KU046,Enonkoski
KU046,2003,56.5,22.6,209.0,KU046,2003,22.6,KU046,Enonkoski
KU046,2004,56.1,22.1,205.0,KU046,2004,22.1,KU046,Enonkoski
KU046,2005,57.2,21.9,209.0,KU046,2005,21.9,KU046,Enonkoski
KU046,2006,57.4,20.9,204.0,KU046,2006,20.9,KU046,Enonkoski
KU046,2007,58.4,18.7,194.0,KU046,2007,18.7,KU046,Enonkoski
KU046,2008,59.7,15.8,187.0,KU046,2008,15.8,KU046,Enonkoski
KU046,2009,60.4,16.5,191.0,KU046,2009,16.5,KU046,Enonkoski
KU046,2010,61.6,16.3,184.0,KU046,2010,16.3,KU046,Enonkoski
KU046,2011,60.2,17.4,198.0,KU046,2011,17.4,KU046,Enonkoski
KU046,2012,62.8,15.8,194.0,KU046,2012,15.8,KU046,Enonkoski
KU046,2013,63.0,16.1,196.0,KU046,2013,16.1,KU046,Enonkoski
KU046,2014,60.7,21.3,217.0,KU046,2014,21.3,KU046,Enonkoski
KU046,2015,63.1,19.1,216.0,KU046,2015,19.1,KU046,Enonkoski
KU046,2016,65.5,17.5,199.0,KU046,2016,17.5,KU046,Enonkoski
KU046,2017,65.6,16.2,204.0,KU046,2017,16.2,KU046,Enonkoski
KU046,2018,69.3,13.2,191.0,KU046,2018,13.2,KU046,Enonkoski
KU046,2019,68.3,13.3,198.0,KU046,2019,13.3,KU046,Enonkoski
KU046,2020,70.4,14.3,191.0,KU046,2020,14.3,KU046,Enonkoski
KU046,2021,71.4,10.7,192.0,KU046,2021,10.7,KU046,Enonkoski
KU046,2022,71.4,11.9,194.0,KU046,2022,11.9,KU046,Enonkoski
KU046,2023,70.4,11.9,203.0,KU046,2023,11.9,KU046,Enonkoski
KU046,2024,72.0,12.8,195.0,KU046,2024,12.8,KU046,Enonkoski
KU047,1987,57.7,20.4,166.0,KU047,1987,20.4,KU047,Enontekiö
KU047,1988,58.7,20.4,162.0,KU047,1988,20.4,KU047,Enontekiö
KU047,1989,57.1,20.2,172.0,KU047,1989,20.2,KU047,Enontekiö
KU047,1990,58.4,19.6,166.0,KU047,1990,19.6,KU047,Enontekiö
KU047,1991,55.9,23.5,180.0,KU047,1991,23.5,KU047,Enontekiö
KU047,1992,50.2,32.4,213.0,KU047,1992,32.4,KU047,Enontekiö
KU047,1993,48.9,34.4,220.0,KU047,1993,34.4,KU047,Enontekiö
KU047,1994,46.6,36.1,236.0,KU047,1994,36.1,KU047,Enontekiö
KU047,1995,46.4,35.6,237.0,KU047,1995,35.6,KU047,Enontekiö
KU047,1996,44.7,39.8,248.0,KU047,1996,39.8,KU047,Enontekiö
KU047,1997,51.1,30.8,206.0,KU047,1997,30.8,KU047,Enontekiö
KU047,1998,50.6,30.0,209.0,KU047,1998,30.0,KU047,Enontekiö
KU047,1999,52.7,30.2,197.0,KU047,1999,30.2,KU047,Enontekiö
KU047,2000,53.0,29.0,193.0,KU047,2000,29.0,KU047,Enontekiö
KU047,2001,52.7,30.6,194.0,KU047,2001,30.6,KU047,Enontekiö
KU047,2002,54.7,25.5,186.0,KU047,2002,25.5,KU047,Enontekiö
KU047,2003,53.6,27.1,189.0,KU047,2003,27.1,KU047,Enontekiö
KU047,2004,54.9,24.9,183.0,KU047,2004,24.9,KU047,Enontekiö
KU047,2005,54.8,25.1,180.0,KU047,2005,25.1,KU047,Enontekiö
KU047,2006,57.3,23.2,167.0,KU047,2006,23.2,KU047,Enontekiö
KU047,2007,60.4,19.8,154.0,KU047,2007,19.8,KU047,Enontekiö
KU047,2008,56.9,21.9,167.0,KU047,2008,21.9,KU047,Enontekiö
KU047,2009,55.4,23.3,177.0,KU047,2009,23.3,KU047,Enontekiö
KU047,2010,59.0,19.5,161.0,KU047,2010,19.5,KU047,Enontekiö
KU047,2011,58.4,19.8,164.0,KU047,2011,19.8,KU047,Enontekiö
KU047,2012,60.7,19.4,156.0,KU047,2012,19.4,KU047,Enontekiö
KU047,2013,62.5,19.0,152.0,KU047,2013,19.0,KU047,Enontekiö
KU047,2014,62.0,21.7,160.0,KU047,2014,21.7,KU047,Enontekiö
KU047,2015,62.3,21.8,163.0,KU047,2015,21.8,KU047,Enontekiö
KU047,2016,63.7,19.8,157.0,KU047,2016,19.8,KU047,Enontekiö
KU047,2017,64.0,19.5,161.0,KU047,2017,19.5,KU047,Enontekiö
KU047,2018,66.9,15.5,154.0,KU047,2018,15.5,KU047,Enontekiö
KU047,2019,69.0,15.4,149.0,KU047,2019,15.4,KU047,Enontekiö
KU047,2020,63.6,22.4,167.0,KU047,2020,22.4,KU047,Enontekiö
KU047,2021,70.8,15.5,141.0,KU047,2021,15.5,KU047,Enontekiö
KU047,2022,73.2,13.8,136.0,KU047,2022,13.8,KU047,Enontekiö
KU047,2023,76.3,11.4,131.0,KU047,2023,11.4,KU047,Enontekiö
KU047,2024,77.2,10.7,128.0,KU047,2024,10.7,KU047,Enontekiö
KU049,1987,83.5,1.4,75.0,KU049,1987,1.4,KU049,Espoo
KU049,1988,83.2,1.1,76.0,KU049,1988,1.1,KU049,Espoo
KU049,1989,83.5,0.9,74.0,KU049,1989,0.9,KU049,Espoo
KU049,1990,81.4,1.2,80.0,KU049,1990,1.2,KU049,Espoo
KU049,1991,77.1,6.6,91.0,KU049,1991,6.6,KU049,Espoo
KU049,1992,71.7,11.7,107.0,KU049,1992,11.7,KU049,Espoo
KU049,1993,66.6,14.9,123.0,KU049,1993,14.9,KU049,Espoo
KU049,1994,67.1,13.9,122.0,KU049,1994,13.9,KU049,Espoo
KU049,1995,67.6,13.1,121.0,KU049,1995,13.1,KU049,Espoo
KU049,1996,69.0,11.6,117.0,KU049,1996,11.6,KU049,Espoo
KU049,1997,71.3,9.3,109.0,KU049,1997,9.3,KU049,Espoo
KU049,1998,74.4,7.6,99.0,KU049,1998,7.6,KU049,Espoo
KU049,1999,75.6,6.7,96.0,KU049,1999,6.7,KU049,Espoo
KU049,2000,76.7,5.9,93.0,KU049,2000,5.9,KU049,Espoo
KU049,2001,76.8,5.9,93.0,KU049,2001,5.9,KU049,Espoo
KU049,2002,75.7,6.2,95.0,KU049,2002,6.2,KU049,Espoo
KU049,2003,75.1,6.7,98.0,KU049,2003,6.7,KU049,Espoo
KU049,2004,75.2,6.6,98.0,KU049,2004,6.6,KU049,Espoo
KU049,2005,75.6,6.1,99.0,KU049,2005,6.1,KU049,Espoo
KU049,2006,76.4,5.5,97.0,KU049,2006,5.5,KU049,Espoo
KU049,2007,77.9,4.4,94.0,KU049,2007,4.4,KU049,Espoo
KU049,2008,78.0,4.7,94.0,KU049,2008,4.7,KU049,Espoo
KU049,2009,75.3,6.7,101.0,KU049,2009,6.7,KU049,Espoo
KU049,2010,75.6,5.9,102.0,KU049,2010,5.9,KU049,Espoo
KU049,2011,76.2,5.5,101.0,KU049,2011,5.5,KU049,Espoo
KU049,2012,75.7,6.4,103.0,KU049,2012,6.4,KU049,Espoo
KU049,2013,74.4,8.3,108.0,KU049,2013,8.3,KU049,Espoo
KU049,2014,73.5,9.8,112.0,KU049,2014,9.8,KU049,Espoo
KU049,2015,72.9,10.7,115.0,KU049,2015,10.7,KU049,Espoo
KU049,2016,73.2,10.1,115.0,KU049,2016,10.1,KU049,Espoo
KU049,2017,74.2,8.6,113.0,KU049,2017,8.6,KU049,Espoo
KU049,2018,75.4,7.8,110.0,KU049,2018,7.8,KU049,Espoo
KU049,2019,75.3,7.5,109.0,KU049,2019,7.5,KU049,Espoo
KU049,2020,71.8,11.6,120.0,KU049,2020,11.6,KU049,Espoo
KU049,2021,74.2,9.0,112.0,KU049,2021,9.0,KU049,Espoo
KU049,2022,75.2,8.2,108.0,KU049,2022,8.2,KU049,Espoo
KU049,2023,74.2,9.2,110.0,KU049,2023,9.2,KU049,Espoo
KU049,2024,73.0,10.4,112.0,KU049,2024,10.4,KU049,Espoo
KU050,1987,70.6,5.5,127.0,KU050,1987,5.5,KU050,Eura
KU050,1988,72.4,4.0,123.0,KU050,1988,4.0,KU050,Eura
KU050,1989,72.5,3.3,123.0,KU050,1989,3.3,KU050,Eura
KU050,1990,71.9,4.5,126.0,KU050,1990,4.5,KU050,Eura
KU050,1991,66.6,11.6,146.0,KU050,1991,11.6,KU050,Eura
KU050,1992,62.3,17.1,164.0,KU050,1992,17.1,KU050,Eura
KU050,1993,60.5,18.4,172.0,KU050,1993,18.4,KU050,Eura
KU050,1994,63.3,15.6,162.0,KU050,1994,15.6,KU050,Eura
KU050,1995,64.6,13.6,158.0,KU050,1995,13.6,KU050,Eura
KU050,1996,64.9,14.1,157.0,KU050,1996,14.1,KU050,Eura
KU050,1997,67.1,12.3,149.0,KU050,1997,12.3,KU050,Eura
KU050,1998,68.5,11.7,142.0,KU050,1998,11.7,KU050,Eura
KU050,1999,68.3,11.7,142.0,KU050,1999,11.7,KU050,Eura
KU050,2000,69.3,10.5,141.0,KU050,2000,10.5,KU050,Eura
KU050,2001,70.0,9.1,138.0,KU050,2001,9.1,KU050,Eura
KU050,2002,69.5,9.9,140.0,KU050,2002,9.9,KU050,Eura
KU050,2003,69.1,10.1,143.0,KU050,2003,10.1,KU050,Eura
KU050,2004,69.1,11.3,143.0,KU050,2004,11.3,KU050,Eura
KU050,2005,69.6,10.1,144.0,KU050,2005,10.1,KU050,Eura
KU050,2006,71.3,8.1,141.0,KU050,2006,8.1,KU050,Eura
KU050,2007,72.8,6.6,135.0,KU050,2007,6.6,KU050,Eura
KU050,2008,73.0,6.6,134.0,KU050,2008,6.6,KU050,Eura
KU050,2009,71.0,8.6,143.0,KU050,2009,8.6,KU050,Eura
KU050,2010,71.8,8.1,141.0,KU050,2010,8.1,KU050,Eura
KU050,2011,72.8,7.3,139.0,KU050,2011,7.3,KU050,Eura
KU050,2012,72.8,8.2,141.0,KU050,2012,8.2,KU050,Eura
KU050,2013,73.1,9.0,142.0,KU050,2013,9.0,KU050,Eura
KU050,2014,72.5,10.1,146.0,KU050,2014,10.1,KU050,Eura
KU050,2015,72.9,9.8,148.0,KU050,2015,9.8,KU050,Eura
KU050,2016,73.2,10.1,148.0,KU050,2016,10.1,KU050,Eura
KU050,2017,75.7,7.7,143.0,KU050,2017,7.7,KU050,Eura
KU050,2018,76.4,6.8,143.0,KU050,2018,6.8,KU050,Eura
KU050,2019,76.2,7.8,145.0,KU050,2019,7.8,KU050,Eura
KU050,2020,74.7,11.3,150.0,KU050,2020,11.3,KU050,Eura
KU050,2021,77.6,7.3,141.0,KU050,2021,7.3,KU050,Eura
KU050,2022,77.1,7.8,141.0,KU050,2022,7.8,KU050,Eura
KU050,2023,78.1,7.4,138.0,KU050,2023,7.4,KU050,Eura
KU050,2024,78.5,7.8,136.0,KU050,2024,7.8,KU050,Eura
KU051,1987,71.6,7.3,130.0,KU051,1987,7.3,KU051,Eurajoki
KU051,1988,72.6,6.2,127.0,KU051,1988,6.2,KU051,Eurajoki
KU051,1989,73.1,5.7,126.0,KU051,1989,5.7,KU051,Eurajoki
KU051,1990,71.9,6.8,129.0,KU051,1990,6.8,KU051,Eurajoki
KU051,1991,66.3,13.7,150.0,KU051,1991,13.7,KU051,Eurajoki
KU051,1992,61.3,20.3,171.0,KU051,1992,20.3,KU051,Eurajoki
KU051,1993,58.1,23.0,182.0,KU051,1993,23.0,KU051,Eurajoki
KU051,1994,61.2,19.5,168.0,KU051,1994,19.5,KU051,Eurajoki
KU051,1995,61.5,19.1,166.0,KU051,1995,19.1,KU051,Eurajoki
KU051,1996,61.1,19.5,167.0,KU051,1996,19.5,KU051,Eurajoki
KU051,1997,63.6,17.1,154.0,KU051,1997,17.1,KU051,Eurajoki
KU051,1998,65.6,16.3,146.0,KU051,1998,16.3,KU051,Eurajoki
KU051,1999,64.8,17.4,148.0,KU051,1999,17.4,KU051,Eurajoki
KU051,2000,67.6,13.7,138.0,KU051,2000,13.7,KU051,Eurajoki
KU051,2001,66.5,14.2,141.0,KU051,2001,14.2,KU051,Eurajoki
KU051,2002,65.7,14.9,146.0,KU051,2002,14.9,KU051,Eurajoki
KU051,2003,68.0,12.9,138.0,KU051,2003,12.9,KU051,Eurajoki
KU051,2004,66.8,14.5,143.0,KU051,2004,14.5,KU051,Eurajoki
KU051,2005,68.8,11.9,137.0,KU051,2005,11.9,KU051,Eurajoki
KU051,2006,70.5,9.7,135.0,KU051,2006,9.7,KU051,Eurajoki
KU051,2007,71.6,8.1,132.0,KU051,2007,8.1,KU051,Eurajoki
KU051,2008,71.5,8.7,132.0,KU051,2008,8.7,KU051,Eurajoki
KU051,2009,70.0,10.6,138.0,KU051,2009,10.6,KU051,Eurajoki
KU051,2010,70.8,9.2,136.0,KU051,2010,9.2,KU051,Eurajoki
KU051,2011,71.7,9.5,137.0,KU051,2011,9.5,KU051,Eurajoki
KU051,2012,71.9,10.1,140.0,KU051,2012,10.1,KU051,Eurajoki
KU051,2013,72.0,11.3,143.0,KU051,2013,11.3,KU051,Eurajoki
KU051,2014,71.6,11.7,147.0,KU051,2014,11.7,KU051,Eurajoki
KU051,2015,71.4,12.0,151.0,KU051,2015,12.0,KU051,Eurajoki
KU051,2016,73.3,11.1,145.0,KU051,2016,11.1,KU051,Eurajoki
KU051,2017,76.3,7.9,136.0,KU051,2017,7.9,KU051,Eurajoki
KU051,2018,78.6,6.2,133.0,KU051,2018,6.2,KU051,Eurajoki
KU051,2019,77.1,6.9,139.0,KU051,2019,6.9,KU051,Eurajoki
KU051,2020,75.4,9.6,146.0,KU051,2020,9.6,KU051,Eurajoki
KU051,2021,77.7,6.7,140.0,KU051,2021,6.7,KU051,Eurajoki
KU051,2022,77.8,7.0,139.0,KU051,2022,7.0,KU051,Eurajoki
KU051,2023,77.5,7.6,139.0,KU051,2023,7.6,KU051,Eurajoki
KU051,2024,78.7,7.7,135.0,KU051,2024,7.7,KU051,Eurajoki
KU052,1987,69.3,5.8,140.0,KU052,1987,5.8,KU052,Evijärvi
KU052,1988,68.4,6.7,144.0,KU052,1988,6.7,KU052,Evijärvi
KU052,1989,68.4,7.5,145.0,KU052,1989,7.5,KU052,Evijärvi
KU052,1990,66.9,7.4,151.0,KU052,1990,7.4,KU052,Evijärvi
KU052,1991,61.4,15.7,171.0,KU052,1991,15.7,KU052,Evijärvi
KU052,1992,58.8,19.4,184.0,KU052,1992,19.4,KU052,Evijärvi
KU052,1993,55.5,22.2,198.0,KU052,1993,22.2,KU052,Evijärvi
KU052,1994,57.2,17.8,194.0,KU052,1994,17.8,KU052,Evijärvi
KU052,1995,56.5,19.1,200.0,KU052,1995,19.1,KU052,Evijärvi
KU052,1996,57.0,16.0,195.0,KU052,1996,16.0,KU052,Evijärvi
KU052,1997,58.6,17.0,189.0,KU052,1997,17.0,KU052,Evijärvi
KU052,1998,62.3,13.1,173.0,KU052,1998,13.1,KU052,Evijärvi
KU052,1999,62.3,13.9,174.0,KU052,1999,13.9,KU052,Evijärvi
KU052,2000,65.3,10.9,161.0,KU052,2000,10.9,KU052,Evijärvi
KU052,2001,66.0,9.9,160.0,KU052,2001,9.9,KU052,Evijärvi
KU052,2002,65.3,9.5,160.0,KU052,2002,9.5,KU052,Evijärvi
KU052,2003,67.6,9.0,154.0,KU052,2003,9.0,KU052,Evijärvi
KU052,2004,68.1,6.5,149.0,KU052,2004,6.5,KU052,Evijärvi
KU052,2005,68.5,9.1,152.0,KU052,2005,9.1,KU052,Evijärvi
KU052,2006,69.4,6.1,150.0,KU052,2006,6.1,KU052,Evijärvi
KU052,2007,69.9,5.8,145.0,KU052,2007,5.8,KU052,Evijärvi
KU052,2008,66.7,10.7,158.0,KU052,2008,10.7,KU052,Evijärvi
KU052,2009,65.3,11.6,167.0,KU052,2009,11.6,KU052,Evijärvi
KU052,2010,71.2,6.1,147.0,KU052,2010,6.1,KU052,Evijärvi
KU052,2011,72.7,6.0,145.0,KU052,2011,6.0,KU052,Evijärvi
KU052,2012,72.9,7.6,145.0,KU052,2012,7.6,KU052,Evijärvi
KU052,2013,73.6,6.8,143.0,KU052,2013,6.8,KU052,Evijärvi
KU052,2014,71.9,9.0,151.0,KU052,2014,9.0,KU052,Evijärvi
KU052,2015,73.3,9.4,148.0,KU052,2015,9.4,KU052,Evijärvi
KU052,2016,73.4,8.5,147.0,KU052,2016,8.5,KU052,Evijärvi
KU052,2017,74.9,7.4,144.0,KU052,2017,7.4,KU052,Evijärvi
KU052,2018,75.3,6.8,147.0,KU052,2018,6.8,KU052,Evijärvi
KU052,2019,75.5,6.0,151.0,KU052,2019,6.0,KU052,Evijärvi
KU052,2020,73.4,8.0,158.0,KU052,2020,8.0,KU052,Evijärvi
KU052,2021,75.9,5.4,153.0,KU052,2021,5.4,KU052,Evijärvi
KU052,2022,76.1,7.0,153.0,KU052,2022,7.0,KU052,Evijärvi
KU052,2023,77.1,8.4,154.0,KU052,2023,8.4,KU052,Evijärvi
KU052,2024,79.9,5.7,141.0,KU052,2024,5.7,KU052,Evijärvi
KU060,1987,80.7,0.7,99.0,KU060,1987,0.7,KU060,Finström
KU060,1988,81.4,0.5,97.0,KU060,1988,0.5,KU060,Finström
KU060,1989,80.7,0.6,98.0,KU060,1989,0.6,KU060,Finström
KU060,1990,80.8,1.1,99.0,KU060,1990,1.1,KU060,Finström
KU060,1991,79.2,2.7,101.0,KU060,1991,2.7,KU060,Finström
KU060,1992,78.8,3.9,102.0,KU060,1992,3.9,KU060,Finström
KU060,1993,77.5,6.5,104.0,KU060,1993,6.5,KU060,Finström
KU060,1994,74.6,7.3,113.0,KU060,1994,7.3,KU060,Finström
KU060,1995,73.5,6.9,118.0,KU060,1995,6.9,KU060,Finström
KU060,1996,77.3,5.6,113.0,KU060,1996,5.6,KU060,Finström
KU060,1997,79.2,3.6,108.0,KU060,1997,3.6,KU060,Finström
KU060,1998,81.5,2.1,100.0,KU060,1998,2.1,KU060,Finström
KU060,1999,80.6,1.4,101.0,KU060,1999,1.4,KU060,Finström
KU060,2000,81.9,1.1,96.0,KU060,2000,1.1,KU060,Finström
KU060,2001,82.6,1.1,95.0,KU060,2001,1.1,KU060,Finström
KU060,2002,81.5,1.0,97.0,KU060,2002,1.0,KU060,Finström
KU060,2003,80.4,1.8,99.0,KU060,2003,1.8,KU060,Finström
KU060,2004,80.7,1.9,101.0,KU060,2004,1.9,KU060,Finström
KU060,2005,82.8,1.6,102.0,KU060,2005,1.6,KU060,Finström
KU060,2006,81.5,1.9,102.0,KU060,2006,1.9,KU060,Finström
KU060,2007,81.4,1.3,101.0,KU060,2007,1.3,KU060,Finström
KU060,2008,82.4,2.0,98.0,KU060,2008,2.0,KU060,Finström
KU060,2009,80.7,3.9,105.0,KU060,2009,3.9,KU060,Finström
KU060,2010,81.5,3.2,103.0,KU060,2010,3.2,KU060,Finström
KU060,2011,81.3,2.5,104.0,KU060,2011,2.5,KU060,Finström
KU060,2012,80.7,3.2,106.0,KU060,2012,3.2,KU060,Finström
KU060,2013,79.6,3.4,109.0,KU060,2013,3.4,KU060,Finström
KU060,2014,82.3,4.0,101.0,KU060,2014,4.0,KU060,Finström
KU060,2015,82.7,3.6,102.0,KU060,2015,3.6,KU060,Finström
KU060,2016,82.9,3.1,102.0,KU060,2016,3.1,KU060,Finström
KU060,2017,83.2,3.4,101.0,KU060,2017,3.4,KU060,Finström
KU060,2018,83.2,3.8,106.0,KU060,2018,3.8,KU060,Finström
KU060,2019,82.7,4.6,110.0,KU060,2019,4.6,KU060,Finström
KU060,2020,78.1,8.4,120.0,KU060,2020,8.4,KU060,Finström
KU060,2021,79.8,5.2,118.0,KU060,2021,5.2,KU060,Finström
KU060,2022,81.3,4.1,114.0,KU060,2022,4.1,KU060,Finström
KU060,2023,82.2,4.2,110.0,KU060,2023,4.2,KU060,Finström
KU060,2024,83.8,3.8,103.0,KU060,2024,3.8,KU060,Finström
KU061,1987,73.9,5.3,108.0,KU061,1987,5.3,KU061,Forssa
KU061,1988,74.3,4.9,106.0,KU061,1988,4.9,KU061,Forssa
KU061,1989,75.6,3.8,103.0,KU061,1989,3.8,KU061,Forssa
KU061,1990,74.0,5.2,108.0,KU061,1990,5.2,KU061,Forssa
KU061,1991,69.2,12.2,125.0,KU061,1991,12.2,KU061,Forssa
KU061,1992,61.6,20.6,153.0,KU061,1992,20.6,KU061,Forssa
KU061,1993,56.6,25.5,175.0,KU061,1993,25.5,KU061,Forssa
KU061,1994,58.1,23.0,168.0,KU061,1994,23.0,KU061,Forssa
KU061,1995,58.4,23.3,168.0,KU061,1995,23.3,KU061,Forssa
KU061,1996,59.2,22.3,165.0,KU061,1996,22.3,KU061,Forssa
KU061,1997,61.4,19.8,156.0,KU061,1997,19.8,KU061,Forssa
KU061,1998,63.6,17.4,144.0,KU061,1998,17.4,KU061,Forssa
KU061,1999,63.8,17.1,144.0,KU061,1999,17.1,KU061,Forssa
KU061,2000,65.8,15.6,137.0,KU061,2000,15.6,KU061,Forssa
KU061,2001,66.8,14.0,134.0,KU061,2001,14.0,KU061,Forssa
KU061,2002,67.3,13.2,133.0,KU061,2002,13.2,KU061,Forssa
KU061,2003,67.5,13.5,133.0,KU061,2003,13.5,KU061,Forssa
KU061,2004,67.9,13.6,132.0,KU061,2004,13.6,KU061,Forssa
KU061,2005,67.8,12.1,136.0,KU061,2005,12.1,KU061,Forssa
KU061,2006,68.7,11.5,133.0,KU061,2006,11.5,KU061,Forssa
KU061,2007,69.7,10.2,131.0,KU061,2007,10.2,KU061,Forssa
KU061,2008,66.5,13.4,143.0,KU061,2008,13.4,KU061,Forssa
KU061,2009,63.1,15.9,156.0,KU061,2009,15.9,KU061,Forssa
KU061,2010,63.4,15.3,156.0,KU061,2010,15.3,KU061,Forssa
KU061,2011,65.5,14.3,151.0,KU061,2011,14.3,KU061,Forssa
KU061,2012,66.3,14.8,152.0,KU061,2012,14.8,KU061,Forssa
KU061,2013,64.5,16.6,163.0,KU061,2013,16.6,KU061,Forssa
KU061,2014,64.3,16.9,167.0,KU061,2014,16.9,KU061,Forssa
KU061,2015,64.8,16.0,169.0,KU061,2015,16.0,KU061,Forssa
KU061,2016,65.2,16.4,171.0,KU061,2016,16.4,KU061,Forssa
KU061,2017,66.9,12.6,166.0,KU061,2017,12.6,KU061,Forssa
KU061,2018,68.3,11.4,164.0,KU061,2018,11.4,KU061,Forssa
KU061,2019,67.7,11.1,168.0,KU061,2019,11.1,KU061,Forssa
KU061,2020,66.9,13.4,174.0,KU061,2020,13.4,KU061,Forssa
KU061,2021,69.0,11.0,166.0,KU061,2021,11.0,KU061,Forssa
KU061,2022,70.5,10.3,162.0,KU061,2022,10.3,KU061,Forssa
KU061,2023,67.3,13.7,175.0,KU061,2023,13.7,KU061,Forssa
KU061,2024,67.6,14.0,175.0,KU061,2024,14.0,KU061,Forssa
KU062,1987,80.8,0.8,134.0,KU062,1987,0.8,KU062,Föglö
KU062,1988,81.8,0.8,128.0,KU062,1988,0.8,KU062,Föglö
KU062,1989,81.8,1.1,124.0,KU062,1989,1.1,KU062,Föglö
KU062,1990,83.0,,120.0,KU062,1990,,KU062,Föglö
KU062,1991,78.3,1.9,133.0,KU062,1991,1.9,KU062,Föglö
KU062,1992,76.8,6.0,136.0,KU062,1992,6.0,KU062,Föglö
KU062,1993,74.9,6.0,138.0,KU062,1993,6.0,KU062,Föglö
KU062,1994,73.1,5.7,140.0,KU062,1994,5.7,KU062,Föglö
KU062,1995,74.6,6.0,138.0,KU062,1995,6.0,KU062,Föglö
KU062,1996,74.0,3.5,136.0,KU062,1996,3.5,KU062,Föglö
KU062,1997,76.1,4.2,140.0,KU062,1997,4.2,KU062,Föglö
KU062,1998,76.5,2.3,127.0,KU062,1998,2.3,KU062,Föglö
KU062,1999,78.3,2.2,118.0,KU062,1999,2.2,KU062,Föglö
KU062,2000,79.9,1.8,114.0,KU062,2000,1.8,KU062,Föglö
KU062,2001,82.4,2.1,107.0,KU062,2001,2.1,KU062,Föglö
KU062,2002,82.4,2.4,105.0,KU062,2002,2.4,KU062,Föglö
KU062,2003,79.3,2.8,116.0,KU062,2003,2.8,KU062,Föglö
KU062,2004,78.7,2.1,117.0,KU062,2004,2.1,KU062,Föglö
KU062,2005,78.0,1.1,118.0,KU062,2005,1.1,KU062,Föglö
